Site,Date,Quad,Size,Sex,Eggs
Bristol,5/19/20,3,8.3,J,0
Scituate,6/1/20,1,8.3,J,0
Bristol,6/4/20,2,8.3,J,0
Bristol,6/4/20,3,8.3,J,0
Bristol,6/4/20,3,8.3,J,0
Bristol,6/18/20,2,8.3,J,0
Bristol,6/18/20,3,8.3,J,0
Bristol,6/18/20,3,8.3,J,0
Bristol,7/2/20,1,8.3,J,0
Bristol,7/2/20,1,8.3,J,0
Bristol,7/2/20,1,8.3,J,0
Bristol,7/2/20,3,8.3,J,0
Bristol,7/16/20,1,8.3,J,0
Bristol,7/16/20,1,8.3,J,0
Bristol,7/16/20,1,8.3,J,0
Bristol,7/16/20,1,8.3,J,0
Bristol,7/16/20,1,8.3,J,0
Bristol,7/16/20,1,8.3,J,0
Bristol,7/16/20,2,8.3,J,0
Bristol,7/16/20,3,8.3,J,0
Scituate,7/27/20,1,8.3,J,0
Bristol,7/30/20,1,8.3,J,0
Bristol,7/30/20,1,8.3,J,0
Bristol,7/30/20,1,8.3,J,0
Bristol,7/30/20,1,8.3,J,0
Bristol,7/30/20,3,8.3,J,0
Scituate,8/10/20,1,8.3,J,0
Scituate,8/10/20,3,8.3,J,0
Bristol,8/20/20,2,8.3,J,0
Bristol,8/20/20,3,8.3,J,0
Scituate,9/2/20,2,8.3,J,0
Bristol,9/3/20,2,8.3,J,0
Bristol,9/3/20,2,8.3,J,0
Bristol,9/3/20,3,8.3,J,0
Bristol,9/3/20,3,8.3,J,0
Bristol,9/3/20,3,8.3,J,0
Bristol,9/19/20,2,8.3,J,0
Bristol,9/19/20,3,8.3,J,0
Bristol,9/19/20,3,8.3,J,0
Scituate,9/20/20,3,8.3,J,0
Bristol,10/3/20,1,8.3,J,0
Bristol,10/3/20,1,8.3,J,0
Bristol,10/3/20,1,8.3,J,0
Bristol,10/3/20,1,8.3,J,0
Bristol,10/3/20,1,8.3,J,0
Bristol,10/3/20,2,8.3,J,0
Bristol,10/3/20,2,8.3,J,0
Bristol,10/3/20,2,8.3,J,0
Bristol,10/3/20,2,8.3,J,0
Bristol,10/3/20,2,8.3,J,0
Bristol,10/3/20,2,8.3,J,0
Bristol,10/3/20,3,8.3,J,0
Scituate,10/5/20,1,8.3,J,0
Scituate,10/5/20,3,8.3,J,0
Bristol,10/17/20,1,8.3,J,0
Bristol,10/17/20,2,8.3,J,0
Bristol,10/17/20,3,8.3,J,0
Bristol,5/3/20,1,8.2,J,0
Bristol,5/3/20,2,8.2,J,0
Bristol,5/3/20,2,8.2,J,0
Bristol,5/3/20,2,8.2,J,0
Bristol,5/3/20,2,8.2,J,0
Scituate,5/4/20,3,8.2,J,0
Scituate,5/4/20,3,8.2,J,0
Bristol,5/19/20,1,8.2,J,0
Bristol,5/19/20,1,8.2,J,0
Bristol,5/19/20,1,8.2,J,0
Bristol,5/19/20,1,8.2,J,0
Bristol,5/19/20,1,8.2,J,0
Bristol,5/19/20,2,8.2,J,0
Bristol,5/19/20,2,8.2,J,0
Bristol,5/19/20,2,8.2,J,0
Bristol,5/19/20,3,8.2,J,0
Bristol,5/19/20,3,8.2,J,0
Bristol,6/4/20,1,8.2,J,0
Bristol,6/4/20,1,8.2,J,0
Bristol,6/4/20,1,8.2,J,0
Bristol,6/4/20,2,8.2,J,0
Bristol,6/4/20,3,8.2,J,0
Bristol,6/18/20,1,8.2,J,0
Bristol,6/18/20,1,8.2,J,0
Bristol,6/18/20,2,8.2,J,0
Bristol,6/18/20,2,8.2,J,0
Bristol,6/18/20,2,8.2,J,0
Bristol,6/18/20,2,8.2,J,0
Bristol,6/18/20,3,8.2,J,0
Bristol,6/18/20,3,8.2,J,0
Bristol,6/18/20,3,8.2,J,0
Bristol,7/2/20,1,8.2,J,0
Bristol,7/2/20,1,8.2,J,0
Bristol,7/2/20,1,8.2,J,0
Bristol,7/2/20,1,8.2,J,0
Bristol,7/2/20,1,8.2,J,0
Bristol,7/2/20,1,8.2,J,0
Bristol,7/2/20,1,8.2,J,0
Bristol,7/2/20,1,8.2,J,0
Bristol,7/2/20,3,8.2,J,0
Bristol,7/2/20,3,8.2,J,0
Bristol,7/16/20,1,8.2,J,0
Bristol,7/16/20,1,8.2,J,0
Bristol,7/16/20,1,8.2,J,0
Bristol,7/16/20,1,8.2,J,0
Bristol,7/16/20,1,8.2,J,0
Bristol,7/16/20,1,8.2,J,0
Bristol,7/16/20,1,8.2,J,0
Bristol,7/16/20,2,8.2,J,0
Bristol,7/16/20,3,8.2,J,0
Bristol,7/16/20,3,8.2,J,0
Bristol,7/16/20,3,8.2,J,0
Scituate,7/27/20,2,8.2,J,0
Scituate,7/27/20,2,8.2,J,0
Scituate,7/27/20,2,8.2,J,0
Bristol,7/30/20,1,8.2,J,0
Bristol,7/30/20,1,8.2,J,0
Bristol,7/30/20,1,8.2,J,0
Bristol,7/30/20,2,8.2,J,0
Scituate,8/10/20,1,8.2,J,0
Scituate,8/10/20,1,8.2,J,0
Scituate,8/10/20,3,8.2,J,0
Bristol,8/20/20,1,8.2,J,0
Bristol,8/20/20,2,8.2,J,0
Bristol,8/20/20,2,8.2,J,0
Bristol,8/20/20,2,8.2,J,0
Bristol,8/20/20,2,8.2,J,0
Bristol,8/20/20,3,8.2,J,0
Bristol,8/20/20,3,8.2,J,0
Bristol,8/20/20,3,8.2,J,0
Bristol,8/20/20,3,8.2,J,0
Bristol,8/20/20,3,8.2,J,0
Bristol,8/20/20,3,8.2,J,0
Scituate,8/21/20,1,8.2,J,0
Bristol,9/3/20,1,8.2,J,0
Bristol,9/3/20,1,8.2,J,0
Bristol,9/3/20,2,8.2,J,0
Bristol,9/3/20,3,8.2,J,0
Bristol,9/3/20,3,8.2,J,0
Bristol,9/3/20,3,8.2,J,0
Bristol,9/19/20,3,8.2,J,0
Bristol,9/19/20,3,8.2,J,0
Scituate,9/20/20,1,8.2,J,0
Scituate,9/20/20,2,8.2,J,0
Bristol,10/3/20,1,8.2,J,0
Bristol,10/3/20,1,8.2,J,0
Bristol,10/3/20,1,8.2,J,0
Bristol,10/3/20,1,8.2,J,0
Bristol,10/3/20,1,8.2,J,0
Bristol,10/3/20,1,8.2,J,0
Bristol,10/3/20,1,8.2,J,0
Bristol,10/3/20,1,8.2,J,0
Bristol,10/3/20,1,8.2,J,0
Bristol,10/3/20,1,8.2,J,0
Bristol,10/3/20,1,8.2,J,0
Bristol,10/3/20,1,8.2,J,0
Bristol,10/3/20,2,8.2,J,0
Bristol,10/3/20,2,8.2,J,0
Bristol,10/3/20,2,8.2,J,0
Bristol,10/3/20,2,8.2,J,0
Bristol,10/3/20,2,8.2,J,0
Bristol,10/3/20,2,8.2,J,0
Bristol,10/3/20,2,8.2,J,0
Bristol,10/3/20,2,8.2,J,0
Bristol,10/3/20,2,8.2,J,0
Bristol,10/3/20,2,8.2,J,0
Bristol,10/3/20,2,8.2,J,0
Bristol,10/3/20,2,8.2,J,0
Bristol,10/3/20,2,8.2,J,0
Bristol,10/3/20,2,8.2,J,0
Bristol,10/3/20,2,8.2,J,0
Bristol,10/3/20,3,8.2,J,0
Scituate,10/5/20,2,8.2,J,0
Bristol,10/17/20,1,8.2,J,0
Bristol,10/17/20,2,8.2,J,0
Bristol,10/17/20,2,8.2,J,0
Bristol,10/17/20,3,8.2,J,0
Scituate,10/19/20,1,8.2,J,0
Scituate,10/19/20,1,8.2,J,0
Bristol,5/3/20,2,8.1,J,0
Bristol,5/19/20,1,8.1,J,0
Bristol,5/19/20,1,8.1,J,0
Bristol,5/19/20,1,8.1,J,0
Bristol,5/19/20,1,8.1,J,0
Bristol,5/19/20,2,8.1,J,0
Bristol,5/19/20,2,8.1,J,0
Bristol,5/19/20,2,8.1,J,0
Bristol,5/19/20,2,8.1,J,0
Bristol,5/19/20,2,8.1,J,0
Bristol,5/19/20,3,8.1,J,0
Bristol,5/19/20,3,8.1,J,0
Bristol,6/4/20,1,8.1,J,0
Bristol,6/4/20,3,8.1,J,0
Bristol,6/4/20,3,8.1,J,0
Bristol,6/4/20,3,8.1,J,0
Scituate,6/15/20,1,8.1,J,0
Bristol,6/18/20,1,8.1,J,0
Bristol,6/18/20,1,8.1,J,0
Bristol,6/18/20,2,8.1,J,0
Bristol,6/18/20,3,8.1,J,0
Bristol,6/18/20,3,8.1,J,0
Bristol,6/18/20,3,8.1,J,0
Bristol,7/2/20,1,8.1,J,0
Bristol,7/2/20,1,8.1,J,0
Bristol,7/2/20,1,8.1,J,0
Bristol,7/2/20,1,8.1,J,0
Bristol,7/2/20,1,8.1,J,0
Bristol,7/2/20,1,8.1,J,0
Bristol,7/2/20,2,8.1,J,0
Bristol,7/2/20,2,8.1,J,0
Bristol,7/2/20,3,8.1,J,0
Bristol,7/2/20,3,8.1,J,0
Bristol,7/2/20,3,8.1,J,0
Bristol,7/2/20,3,8.1,J,0
Bristol,7/16/20,1,8.1,J,0
Bristol,7/16/20,1,8.1,J,0
Bristol,7/16/20,1,8.1,J,0
Bristol,7/16/20,1,8.1,J,0
Bristol,7/16/20,1,8.1,J,0
Bristol,7/16/20,2,8.1,J,0
Bristol,7/16/20,2,8.1,J,0
Bristol,7/16/20,3,8.1,J,0
Scituate,7/27/20,2,8.1,J,0
Bristol,7/30/20,1,8.1,J,0
Bristol,7/30/20,1,8.1,J,0
Bristol,7/30/20,1,8.1,J,0
Bristol,7/30/20,1,8.1,J,0
Bristol,7/30/20,3,8.1,J,0
Bristol,7/30/20,3,8.1,J,0
Bristol,7/30/20,3,8.1,J,0
Scituate,8/10/20,2,8.1,J,0
Bristol,8/20/20,1,8.1,J,0
Bristol,8/20/20,2,8.1,J,0
Bristol,8/20/20,3,8.1,J,0
Bristol,8/20/20,3,8.1,J,0
Bristol,8/20/20,3,8.1,J,0
Bristol,8/20/20,3,8.1,J,0
Bristol,9/3/20,1,8.1,J,0
Bristol,9/3/20,1,8.1,J,0
Bristol,9/3/20,2,8.1,J,0
Bristol,9/3/20,2,8.1,J,0
Bristol,9/3/20,2,8.1,J,0
Bristol,9/19/20,2,8.1,J,0
Bristol,9/19/20,2,8.1,J,0
Bristol,9/19/20,3,8.1,J,0
Bristol,10/3/20,1,8.1,J,0
Bristol,10/3/20,1,8.1,J,0
Bristol,10/3/20,1,8.1,J,0
Bristol,10/3/20,1,8.1,J,0
Bristol,10/3/20,1,8.1,J,0
Bristol,10/3/20,2,8.1,M,0
Bristol,10/3/20,2,8.1,J,0
Bristol,10/3/20,2,8.1,J,0
Bristol,10/3/20,2,8.1,J,0
Bristol,10/17/20,1,8.1,J,0
Bristol,10/17/20,1,8.1,J,0
Bristol,10/17/20,1,8.1,J,0
Bristol,10/17/20,2,8.1,J,0
Bristol,10/17/20,2,8.1,J,0
Bristol,10/17/20,3,8.1,J,0
Bristol,10/17/20,3,8.1,J,0
Bristol,5/3/20,2,8,J,0
Bristol,5/19/20,1,8,J,0
Bristol,5/19/20,1,8,J,0
Bristol,5/19/20,1,8,J,0
Bristol,5/19/20,1,8,J,0
Bristol,5/19/20,1,8,J,0
Bristol,5/19/20,1,8,J,0
Bristol,5/19/20,1,8,J,0
Bristol,5/19/20,1,8,J,0
Bristol,5/19/20,1,8,J,0
Bristol,5/19/20,1,8,J,0
Bristol,5/19/20,2,8,J,0
Bristol,5/19/20,2,8,J,0
Bristol,5/19/20,2,8,J,0
Bristol,5/19/20,2,8,J,0
Bristol,5/19/20,2,8,J,0
Bristol,5/19/20,2,8,J,0
Bristol,5/19/20,2,8,J,0
Bristol,5/19/20,2,8,J,0
Bristol,5/19/20,2,8,J,0
Bristol,5/19/20,2,8,J,0
Bristol,5/19/20,2,8,J,0
Bristol,5/19/20,3,8,J,0
Bristol,5/19/20,3,8,J,0
Scituate,6/1/20,2,8,J,0
Bristol,6/4/20,1,8,J,0
Bristol,6/4/20,1,8,J,0
Bristol,6/4/20,2,8,J,0
Bristol,6/4/20,2,8,J,0
Bristol,6/4/20,3,8,J,0
Scituate,6/15/20,3,8,J,0
Bristol,6/18/20,1,8,J,0
Bristol,6/18/20,1,8,J,0
Bristol,6/18/20,1,8,J,0
Bristol,6/18/20,1,8,J,0
Bristol,6/18/20,1,8,J,0
Bristol,6/18/20,1,8,J,0
Bristol,6/18/20,2,8,J,0
Bristol,6/18/20,2,8,J,0
Bristol,6/18/20,2,8,J,0
Bristol,6/18/20,2,8,J,0
Bristol,6/18/20,2,8,J,0
Bristol,6/18/20,2,8,J,0
Bristol,6/18/20,2,8,J,0
Bristol,6/18/20,2,8,J,0
Bristol,6/18/20,3,8,J,0
Bristol,6/18/20,3,8,J,0
Bristol,7/2/20,1,8,J,0
Bristol,7/2/20,1,8,J,0
Bristol,7/2/20,1,8,J,0
Bristol,7/2/20,1,8,J,0
Bristol,7/2/20,1,8,J,0
Bristol,7/2/20,1,8,J,0
Bristol,7/2/20,1,8,J,0
Bristol,7/2/20,1,8,J,0
Bristol,7/2/20,2,8,J,0
Bristol,7/2/20,3,8,J,0
Bristol,7/2/20,3,8,J,0
Bristol,7/2/20,3,8,J,0
Bristol,7/2/20,3,8,J,0
Scituate,7/13/20,2,8,J,0
Scituate,7/13/20,3,8,J,0
Bristol,7/16/20,1,8,J,0
Bristol,7/16/20,1,8,J,0
Bristol,7/16/20,1,8,J,0
Bristol,7/16/20,1,8,J,0
Bristol,7/16/20,1,8,J,0
Bristol,7/16/20,1,8,J,0
Bristol,7/16/20,1,8,J,0
Bristol,7/16/20,1,8,J,0
Bristol,7/16/20,1,8,J,0
Bristol,7/16/20,1,8,J,0
Bristol,7/16/20,1,8,J,0
Bristol,7/16/20,1,8,J,0
Bristol,7/16/20,1,8,J,0
Bristol,7/16/20,1,8,J,0
Bristol,7/16/20,1,8,J,0
Bristol,7/16/20,2,8,J,0
Bristol,7/16/20,2,8,J,0
Bristol,7/16/20,2,8,J,0
Bristol,7/16/20,2,8,J,0
Bristol,7/16/20,2,8,J,0
Bristol,7/16/20,3,8,J,0
Bristol,7/16/20,3,8,J,0
Bristol,7/16/20,3,8,J,0
Bristol,7/16/20,3,8,J,0
Bristol,7/16/20,3,8,J,0
Scituate,7/27/20,1,8,J,0
Scituate,7/27/20,1,8,J,0
Scituate,7/27/20,2,8,J,0
Scituate,7/27/20,2,8,J,0
Bristol,7/30/20,1,8,J,0
Bristol,7/30/20,1,8,J,0
Bristol,7/30/20,1,8,J,0
Bristol,7/30/20,1,8,J,0
Bristol,7/30/20,1,8,J,0
Bristol,7/30/20,1,8,J,0
Bristol,7/30/20,1,8,J,0
Bristol,7/30/20,3,8,J,0
Scituate,8/10/20,1,8,J,0
Scituate,8/10/20,3,8,J,0
Bristol,8/20/20,1,8,J,0
Bristol,8/20/20,2,8,J,0
Bristol,8/20/20,2,8,J,0
Bristol,8/20/20,3,8,J,0
Bristol,8/20/20,3,8,J,0
Bristol,8/20/20,3,8,J,0
Bristol,8/20/20,3,8,J,0
Bristol,8/20/20,3,8,J,0
Bristol,8/20/20,3,8,J,0
Scituate,8/21/20,3,8,J,0
Scituate,9/2/20,1,8,J,0
Scituate,9/2/20,3,8,J,0
Bristol,9/3/20,1,8,J,0
Bristol,9/3/20,1,8,J,0
Bristol,9/3/20,1,8,J,0
Bristol,9/3/20,1,8,J,0
Bristol,9/3/20,2,8,J,0
Bristol,9/3/20,2,8,J,0
Bristol,9/3/20,2,8,J,0
Bristol,9/3/20,2,8,J,0
Bristol,9/3/20,3,8,J,0
Bristol,9/19/20,1,8,J,0
Bristol,9/19/20,1,8,J,0
Bristol,9/19/20,2,8,J,0
Bristol,9/19/20,2,8,J,0
Bristol,9/19/20,3,8,J,0
Scituate,9/20/20,3,8,J,0
Bristol,10/3/20,1,8,J,0
Bristol,10/3/20,1,8,J,0
Bristol,10/3/20,1,8,J,0
Bristol,10/3/20,2,8,J,0
Bristol,10/3/20,2,8,J,0
Bristol,10/3/20,2,8,J,0
Bristol,10/3/20,2,8,J,0
Bristol,10/3/20,2,8,J,0
Bristol,10/3/20,3,8,J,0
Bristol,10/3/20,3,8,J,0
Bristol,10/3/20,3,8,J,0
Scituate,10/5/20,2,8,J,0
Bristol,10/17/20,1,8,J,0
Bristol,10/17/20,1,8,J,0
Bristol,10/17/20,2,8,J,0
Bristol,10/17/20,2,8,J,0
Bristol,10/17/20,2,8,J,0
Bristol,10/17/20,3,8,J,0
Bristol,10/17/20,3,8,J,0
Scituate,10/19/20,2,8,J,0
Scituate,10/19/20,3,8,J,0
Bristol,5/3/20,1,7.9,J,0
Bristol,5/3/20,2,7.9,J,0
Bristol,5/3/20,2,7.9,J,0
Bristol,5/3/20,2,7.9,J,0
Bristol,5/3/20,3,7.9,J,0
Scituate,5/4/20,3,7.9,J,0
Bristol,5/19/20,1,7.9,J,0
Bristol,5/19/20,3,7.9,J,0
Bristol,5/19/20,3,7.9,J,0
Bristol,6/4/20,1,7.9,J,0
Bristol,6/4/20,1,7.9,J,0
Bristol,6/4/20,2,7.9,J,0
Bristol,6/18/20,1,7.9,J,0
Bristol,6/18/20,1,7.9,J,0
Bristol,6/18/20,1,7.9,J,0
Bristol,6/18/20,1,7.9,J,0
Bristol,6/18/20,3,7.9,J,0
Bristol,6/18/20,3,7.9,J,0
Bristol,6/18/20,3,7.9,J,0
Bristol,7/2/20,1,7.9,J,0
Bristol,7/2/20,3,7.9,J,0
Bristol,7/16/20,1,7.9,J,0
Bristol,7/16/20,1,7.9,J,0
Bristol,7/16/20,1,7.9,J,0
Bristol,7/16/20,1,7.9,J,0
Bristol,7/16/20,1,7.9,J,0
Bristol,7/16/20,1,7.9,J,0
Bristol,7/16/20,1,7.9,J,0
Bristol,7/16/20,1,7.9,J,0
Bristol,7/16/20,2,7.9,J,0
Bristol,7/16/20,2,7.9,J,0
Bristol,7/30/20,1,7.9,J,0
Bristol,7/30/20,1,7.9,J,0
Bristol,7/30/20,3,7.9,J,0
Scituate,8/10/20,2,7.9,J,0
Scituate,8/10/20,3,7.9,J,0
Scituate,8/10/20,3,7.9,J,0
Scituate,8/10/20,3,7.9,J,0
Bristol,8/20/20,2,7.9,J,0
Bristol,8/20/20,2,7.9,J,0
Bristol,8/20/20,2,7.9,J,0
Bristol,8/20/20,2,7.9,J,0
Bristol,8/20/20,2,7.9,J,0
Bristol,8/20/20,2,7.9,J,0
Bristol,8/20/20,3,7.9,J,0
Bristol,8/20/20,3,7.9,J,0
Bristol,8/20/20,3,7.9,J,0
Bristol,8/20/20,3,7.9,J,0
Bristol,8/20/20,3,7.9,J,0
Scituate,9/2/20,3,7.9,J,0
Scituate,9/2/20,3,7.9,J,0
Bristol,9/3/20,1,7.9,J,0
Bristol,9/3/20,1,7.9,J,0
Bristol,9/3/20,1,7.9,J,0
Bristol,9/3/20,1,7.9,J,0
Bristol,9/3/20,2,7.9,J,0
Bristol,9/3/20,2,7.9,J,0
Bristol,9/3/20,3,7.9,J,0
Bristol,9/19/20,1,7.9,J,0
Bristol,9/19/20,1,7.9,J,0
Bristol,9/19/20,2,7.9,J,0
Bristol,9/19/20,2,7.9,J,0
Bristol,9/19/20,2,7.9,J,0
Bristol,9/19/20,3,7.9,J,0
Bristol,9/19/20,3,7.9,J,0
Bristol,10/3/20,1,7.9,J,0
Bristol,10/3/20,1,7.9,J,0
Bristol,10/3/20,1,7.9,J,0
Bristol,10/3/20,1,7.9,J,0
Bristol,10/3/20,1,7.9,J,0
Bristol,10/3/20,1,7.9,J,0
Bristol,10/3/20,1,7.9,J,0
Bristol,10/3/20,1,7.9,J,0
Bristol,10/3/20,1,7.9,J,0
Bristol,10/3/20,2,7.9,J,0
Bristol,10/3/20,2,7.9,J,0
Bristol,10/3/20,2,7.9,J,0
Bristol,10/3/20,2,7.9,J,0
Bristol,10/3/20,2,7.9,J,0
Bristol,10/3/20,2,7.9,J,0
Bristol,10/3/20,2,7.9,J,0
Bristol,10/3/20,2,7.9,J,0
Bristol,10/3/20,2,7.9,J,0
Bristol,10/3/20,2,7.9,J,0
Bristol,10/3/20,3,7.9,J,0
Bristol,10/3/20,3,7.9,J,0
Scituate,10/5/20,3,7.9,J,0
Scituate,10/5/20,3,7.9,J,0
Scituate,10/5/20,3,7.9,J,0
Bristol,10/17/20,1,7.9,J,0
Bristol,10/17/20,1,7.9,J,0
Bristol,10/17/20,1,7.9,J,0
Bristol,10/17/20,2,7.9,J,0
Bristol,10/17/20,3,7.9,J,0
Bristol,10/17/20,3,7.9,J,0
Bristol,10/17/20,3,7.9,J,0
Scituate,10/19/20,1,7.9,J,0
Bristol,5/3/20,2,7.8,J,0
Bristol,5/3/20,2,7.8,J,0
Bristol,5/3/20,3,7.8,J,0
Scituate,5/4/20,2,7.8,J,0
Bristol,5/19/20,1,7.8,J,0
Bristol,5/19/20,1,7.8,J,0
Bristol,5/19/20,2,7.8,J,0
Bristol,5/19/20,2,7.8,J,0
Bristol,5/19/20,3,7.8,J,0
Bristol,6/4/20,1,7.8,J,0
Bristol,6/4/20,2,7.8,J,0
Bristol,6/4/20,2,7.8,J,0
Bristol,6/4/20,2,7.8,J,0
Bristol,6/18/20,1,7.8,J,0
Bristol,6/18/20,1,7.8,J,0
Bristol,6/18/20,1,7.8,J,0
Bristol,6/18/20,1,7.8,J,0
Bristol,6/18/20,3,7.8,J,0
Bristol,6/18/20,3,7.8,J,0
Bristol,6/18/20,3,7.8,J,0
Bristol,6/18/20,3,7.8,J,0
Bristol,6/18/20,3,7.8,J,0
Bristol,7/2/20,1,7.8,J,0
Bristol,7/2/20,1,7.8,J,0
Bristol,7/2/20,1,7.8,J,0
Bristol,7/2/20,2,7.8,J,0
Bristol,7/2/20,3,7.8,J,0
Bristol,7/16/20,1,7.8,J,0
Bristol,7/16/20,1,7.8,J,0
Bristol,7/16/20,1,7.8,J,0
Bristol,7/16/20,1,7.8,J,0
Bristol,7/16/20,2,7.8,J,0
Bristol,7/16/20,2,7.8,J,0
Bristol,7/16/20,2,7.8,J,0
Bristol,7/16/20,2,7.8,J,0
Bristol,7/16/20,3,7.8,J,0
Bristol,7/16/20,3,7.8,J,0
Bristol,7/16/20,3,7.8,J,0
Scituate,7/27/20,1,7.8,J,0
Bristol,7/30/20,2,7.8,J,0
Bristol,7/30/20,3,7.8,J,0
Bristol,8/20/20,1,7.8,J,0
Bristol,8/20/20,2,7.8,J,0
Bristol,8/20/20,2,7.8,J,0
Bristol,8/20/20,2,7.8,J,0
Bristol,8/20/20,3,7.8,J,0
Bristol,8/20/20,3,7.8,J,0
Bristol,9/3/20,1,7.8,J,0
Bristol,9/3/20,2,7.8,J,0
Bristol,9/3/20,2,7.8,J,0
Bristol,9/3/20,2,7.8,J,0
Bristol,9/3/20,3,7.8,J,0
Bristol,9/19/20,1,7.8,J,0
Bristol,9/19/20,2,7.8,J,0
Scituate,9/20/20,1,7.8,J,0
Bristol,10/3/20,1,7.8,J,0
Bristol,10/3/20,1,7.8,J,0
Bristol,10/3/20,1,7.8,J,0
Bristol,10/3/20,1,7.8,J,0
Bristol,10/3/20,1,7.8,J,0
Bristol,10/3/20,1,7.8,J,0
Bristol,10/3/20,1,7.8,J,0
Bristol,10/3/20,1,7.8,J,0
Bristol,10/3/20,1,7.8,J,0
Bristol,10/3/20,1,7.8,J,0
Bristol,10/3/20,2,7.8,J,0
Bristol,10/3/20,2,7.8,J,0
Bristol,10/3/20,2,7.8,J,0
Bristol,10/3/20,3,7.8,J,0
Bristol,10/17/20,2,7.8,J,0
Bristol,10/17/20,2,7.8,J,0
Bristol,10/17/20,2,7.8,J,0
Bristol,10/17/20,2,7.8,J,0
Scituate,10/19/20,1,7.8,J,0
Scituate,10/19/20,2,7.8,J,0
Bristol,5/3/20,2,7.7,J,0
Bristol,5/3/20,3,7.7,J,0
Bristol,5/19/20,1,7.7,J,0
Bristol,5/19/20,1,7.7,J,0
Bristol,5/19/20,1,7.7,J,0
Bristol,5/19/20,2,7.7,J,0
Bristol,5/19/20,3,7.7,J,0
Bristol,6/4/20,1,7.7,J,0
Bristol,6/4/20,2,7.7,J,0
Bristol,6/4/20,2,7.7,J,0
Bristol,6/4/20,3,7.7,J,0
Bristol,6/4/20,3,7.7,J,0
Scituate,6/15/20,1,7.7,J,0
Scituate,6/15/20,2,7.7,J,0
Bristol,6/18/20,1,7.7,J,0
Bristol,6/18/20,1,7.7,J,0
Bristol,6/18/20,1,7.7,J,0
Bristol,6/18/20,1,7.7,J,0
Bristol,6/18/20,2,7.7,J,0
Bristol,6/18/20,3,7.7,J,0
Bristol,6/18/20,3,7.7,J,0
Bristol,7/2/20,1,7.7,J,0
Bristol,7/2/20,1,7.7,J,0
Bristol,7/2/20,3,7.7,J,0
Bristol,7/2/20,3,7.7,J,0
Bristol,7/2/20,3,7.7,J,0
Scituate,7/13/20,3,7.7,J,0
Bristol,7/16/20,1,7.7,J,0
Bristol,7/16/20,1,7.7,J,0
Bristol,7/16/20,1,7.7,J,0
Bristol,7/16/20,1,7.7,J,0
Bristol,7/16/20,1,7.7,J,0
Bristol,7/16/20,2,7.7,J,0
Bristol,7/16/20,2,7.7,J,0
Bristol,7/30/20,1,7.7,J,0
Bristol,7/30/20,1,7.7,J,0
Bristol,7/30/20,1,7.7,J,0
Bristol,7/30/20,2,7.7,J,0
Bristol,7/30/20,3,7.7,J,0
Bristol,8/20/20,1,7.7,J,0
Bristol,8/20/20,2,7.7,J,0
Bristol,8/20/20,2,7.7,J,0
Bristol,8/20/20,2,7.7,J,0
Bristol,8/20/20,3,7.7,J,0
Bristol,8/20/20,3,7.7,J,0
Scituate,9/2/20,1,7.7,J,0
Scituate,9/2/20,3,7.7,J,0
Scituate,9/2/20,3,7.7,J,0
Bristol,9/3/20,2,7.7,J,0
Bristol,9/3/20,3,7.7,J,0
Bristol,9/19/20,1,7.7,J,0
Bristol,9/19/20,2,7.7,J,0
Scituate,9/20/20,3,7.7,J,0
Bristol,10/3/20,1,7.7,J,0
Bristol,10/3/20,1,7.7,J,0
Bristol,10/3/20,1,7.7,J,0
Bristol,10/3/20,1,7.7,J,0
Bristol,10/3/20,1,7.7,J,0
Bristol,10/3/20,1,7.7,J,0
Bristol,10/3/20,1,7.7,J,0
Bristol,10/3/20,2,7.7,J,0
Bristol,10/3/20,2,7.7,J,0
Bristol,10/3/20,2,7.7,J,0
Bristol,10/3/20,2,7.7,J,0
Bristol,10/3/20,2,7.7,J,0
Bristol,10/3/20,2,7.7,J,0
Bristol,10/3/20,2,7.7,J,0
Bristol,10/3/20,2,7.7,J,0
Bristol,10/3/20,2,7.7,J,0
Bristol,10/17/20,1,7.7,J,0
Bristol,10/17/20,1,7.7,J,0
Bristol,10/17/20,1,7.7,J,0
Bristol,10/17/20,1,7.7,J,0
Bristol,10/17/20,2,7.7,J,0
Bristol,10/17/20,2,7.7,J,0
Bristol,10/17/20,2,7.7,J,0
Bristol,10/17/20,2,7.7,J,0
Scituate,10/19/20,1,7.7,J,0
Scituate,10/19/20,1,7.7,J,0
Scituate,10/19/20,2,7.7,J,0
Scituate,10/19/20,3,7.7,J,0
Bristol,5/3/20,2,7.6,J,0
Bristol,5/3/20,3,7.6,J,0
Bristol,5/19/20,1,7.6,J,0
Bristol,5/19/20,1,7.6,J,0
Bristol,5/19/20,1,7.6,J,0
Bristol,5/19/20,1,7.6,J,0
Bristol,5/19/20,2,7.6,J,0
Bristol,5/19/20,2,7.6,J,0
Bristol,5/19/20,2,7.6,J,0
Bristol,6/4/20,1,7.6,J,0
Bristol,6/4/20,1,7.6,J,0
Bristol,6/4/20,3,7.6,J,0
Bristol,6/18/20,1,7.6,J,0
Bristol,6/18/20,1,7.6,J,0
Bristol,6/18/20,1,7.6,J,0
Bristol,6/18/20,1,7.6,J,0
Bristol,6/18/20,1,7.6,J,0
Bristol,6/18/20,2,7.6,J,0
Bristol,6/18/20,2,7.6,J,0
